,type,airline,delay,scheduledTime,actualTime,date,Day of the week
559,departure,delta air lines,130.0,2024-05-10 11:35:00,,2024-05-10,Friday
560,departure,delta air lines,14.0,2024-05-10 11:35:00,2024-05-10 11:49:00,2024-05-10,Friday
561,departure,aeromexico,15.0,2024-05-10 11:40:00,2024-05-10 11:54:00,2024-05-10,Friday
567,departure,delta air lines,15.0,2024-05-10 11:40:00,2024-05-10 11:54:00,2024-05-10,Friday
568,departure,southwest airlines,15.0,2024-05-10 11:40:00,2024-05-10 11:55:00,2024-05-10,Friday
569,departure,delta air lines,17.0,2024-05-10 11:45:00,2024-05-10 12:02:00,2024-05-10,Friday
570,departure,aeromexico,38.0,2024-05-10 11:45:00,2024-05-10 12:22:00,2024-05-10,Friday
572,departure,delta air lines,38.0,2024-05-10 11:45:00,2024-05-10 12:22:00,2024-05-10,Friday
573,departure,delta air lines,42.0,2024-05-10 11:45:00,2024-05-10 12:27:00,2024-05-10,Friday
576,departure,delta air lines,61.0,2024-05-10 11:45:00,,2024-05-10,Friday
577,departure,delta air lines,22.0,2024-05-10 11:45:00,2024-05-10 12:07:00,2024-05-10,Friday
578,departure,southwest airlines,18.0,2024-05-10 11:45:00,2024-05-10 12:03:00,2024-05-10,Friday
579,departure,aeromexico,156.0,2024-05-10 11:50:00,,2024-05-10,Friday
585,departure,delta air lines,156.0,2024-05-10 11:50:00,,2024-05-10,Friday
586,departure,delta air lines,14.0,2024-05-10 11:50:00,2024-05-10 12:04:00,2024-05-10,Friday
596,departure,aeromexico,12.0,2024-05-10 08:01:00,2024-05-10 08:12:00,2024-05-10,Friday
600,departure,delta air lines,12.0,2024-05-10 08:01:00,2024-05-10 08:12:00,2024-05-10,Friday
601,departure,aeromexico,7.0,2024-05-10 08:05:00,2024-05-10 08:11:00,2024-05-10,Friday
602,departure,delta air lines,7.0,2024-05-10 08:05:00,2024-05-10 08:11:00,2024-05-10,Friday
608,departure,delta air lines,16.0,2024-05-10 11:55:00,2024-05-10 12:11:00,2024-05-10,Friday
609,departure,southwest airlines,12.0,2024-05-10 11:55:00,2024-05-10 12:06:00,2024-05-10,Friday
610,departure,delta air lines,,2024-05-10 11:59:00,2024-05-10 11:59:00,2024-05-10,Friday
611,departure,american airlines,14.0,2024-05-10 12:05:00,2024-05-10 12:19:00,2024-05-10,Friday
613,departure,alaska airlines,14.0,2024-05-10 12:05:00,2024-05-10 12:19:00,2024-05-10,Friday
616,departure,american airlines,5.0,2024-05-10 12:07:00,2024-05-10 12:11:00,2024-05-10,Friday
621,departure,american airlines,11.0,2024-05-10 12:11:00,2024-05-10 12:22:00,2024-05-10,Friday
622,departure,southwest airlines,22.0,2024-05-10 12:15:00,2024-05-10 12:36:00,2024-05-10,Friday
624,departure,alaska airlines,9.0,2024-05-10 12:20:00,2024-05-10 12:28:00,2024-05-10,Friday
628,departure,united airlines,36.0,2024-05-10 12:53:00,2024-05-10 13:28:00,2024-05-10,Friday
631,departure,united airlines,12.0,2024-05-10 13:00:00,2024-05-10 13:11:00,2024-05-10,Friday
634,departure,united airlines,8.0,2024-05-10 13:15:00,2024-05-10 13:22:00,2024-05-10,Friday
635,departure,southwest airlines,22.0,2024-05-10 13:20:00,2024-05-10 13:41:00,2024-05-10,Friday
636,departure,southwest airlines,10.0,2024-05-10 13:20:00,2024-05-10 13:29:00,2024-05-10,Friday
642,departure,american airlines,15.0,2024-05-10 13:29:00,2024-05-10 13:44:00,2024-05-10,Friday
647,departure,delta air lines,10.0,2024-05-10 13:40:00,2024-05-10 13:49:00,2024-05-10,Friday
649,departure,delta air lines,7.0,2024-05-10 13:40:00,2024-05-10 13:46:00,2024-05-10,Friday
650,departure,delta air lines,11.0,2024-05-10 13:40:00,2024-05-10 13:50:00,2024-05-10,Friday
651,departure,southwest airlines,23.0,2024-05-10 13:40:00,2024-05-10 14:03:00,2024-05-10,Friday
652,departure,aeromexico,51.0,2024-05-10 13:45:00,,2024-05-10,Friday
655,departure,delta air lines,51.0,2024-05-10 13:45:00,,2024-05-10,Friday
658,departure,delta air lines,48.0,2024-05-10 13:52:00,,2024-05-10,Friday
659,departure,aeromexico,24.0,2024-05-10 13:55:00,2024-05-10 14:19:00,2024-05-10,Friday
661,departure,delta air lines,24.0,2024-05-10 13:55:00,2024-05-10 14:19:00,2024-05-10,Friday
663,departure,delta air lines,22.0,2024-05-10 13:55:00,2024-05-10 14:16:00,2024-05-10,Friday
664,departure,delta air lines,12.0,2024-05-10 13:55:00,2024-05-10 14:06:00,2024-05-10,Friday
665,departure,delta air lines,6.0,2024-05-10 13:59:00,2024-05-10 14:05:00,2024-05-10,Friday
667,departure,delta air lines,28.0,2024-05-10 13:59:00,2024-05-10 14:26:00,2024-05-10,Friday
669,departure,frontier airlines,9.0,2024-05-10 13:59:00,2024-05-10 14:07:00,2024-05-10,Friday
675,departure,american airlines,28.0,2024-05-10 14:00:00,2024-05-10 14:28:00,2024-05-10,Friday
677,departure,jetblue airways,66.0,2024-05-10 14:05:00,,2024-05-10,Friday
679,departure,delta air lines,6.0,2024-05-10 14:05:00,2024-05-10 14:11:00,2024-05-10,Friday
680,departure,delta air lines,9.0,2024-05-10 14:05:00,2024-05-10 14:13:00,2024-05-10,Friday
682,departure,delta air lines,13.0,2024-05-10 14:05:00,2024-05-10 14:18:00,2024-05-10,Friday
683,departure,southwest airlines,9.0,2024-05-10 14:05:00,2024-05-10 14:14:00,2024-05-10,Friday
684,departure,delta air lines,43.0,2024-05-10 14:10:00,2024-05-10 14:52:00,2024-05-10,Friday
687,departure,delta air lines,10.0,2024-05-10 14:10:00,2024-05-10 14:20:00,2024-05-10,Friday
689,departure,delta air lines,14.0,2024-05-10 14:10:00,2024-05-10 14:24:00,2024-05-10,Friday
692,departure,delta air lines,143.0,2024-05-10 14:14:00,,2024-05-10,Friday
695,departure,delta air lines,10.0,2024-05-10 14:15:00,2024-05-10 14:25:00,2024-05-10,Friday
696,departure,spirit airlines,23.0,2024-05-10 14:35:00,2024-05-10 14:57:00,2024-05-10,Friday
697,departure,southwest airlines,26.0,2024-05-10 14:35:00,2024-05-10 15:01:00,2024-05-10,Friday
698,departure,southwest airlines,25.0,2024-05-10 14:40:00,2024-05-10 15:05:00,2024-05-10,Friday
701,departure,united airlines,8.0,2024-05-10 14:41:00,2024-05-10 14:49:00,2024-05-10,Friday
703,departure,southwest airlines,28.0,2024-05-10 15:00:00,2024-05-10 15:28:00,2024-05-10,Friday
709,departure,delta air lines,103.0,2024-05-10 15:10:00,,2024-05-10,Friday
712,departure,delta air lines,8.0,2024-05-10 15:10:00,2024-05-10 15:17:00,2024-05-10,Friday
715,departure,delta air lines,25.0,2024-05-10 15:10:00,2024-05-10 15:34:00,2024-05-10,Friday
718,departure,delta air lines,23.0,2024-05-10 15:13:00,2024-05-10 15:35:00,2024-05-10,Friday
721,departure,delta air lines,40.0,2024-05-10 15:15:00,,2024-05-10,Friday
724,departure,delta air lines,50.0,2024-05-10 15:15:00,,2024-05-10,Friday
726,departure,aeromexico,49.0,2024-05-10 15:20:00,,2024-05-10,Friday
731,departure,delta air lines,49.0,2024-05-10 15:20:00,,2024-05-10,Friday
734,departure,delta air lines,4.0,2024-05-10 15:20:00,2024-05-10 15:23:00,2024-05-10,Friday
738,departure,alaska airlines,10.0,2024-05-10 15:24:00,2024-05-10 15:34:00,2024-05-10,Friday
741,departure,delta air lines,8.0,2024-05-10 15:25:00,2024-05-10 15:33:00,2024-05-10,Friday
745,departure,delta air lines,205.0,2024-05-10 15:25:00,,2024-05-10,Friday
748,departure,delta air lines,,2024-05-10 15:29:00,2024-05-10 15:22:00,2024-05-10,Friday
751,departure,delta air lines,9.0,2024-05-10 15:29:00,2024-05-10 15:37:00,2024-05-10,Friday
754,departure,delta air lines,8.0,2024-05-10 15:30:00,2024-05-10 15:37:00,2024-05-10,Friday
757,departure,delta air lines,47.0,2024-05-10 15:34:00,,2024-05-10,Friday
760,departure,delta air lines,8.0,2024-05-10 15:35:00,2024-05-10 15:42:00,2024-05-10,Friday
763,departure,delta air lines,31.0,2024-05-10 15:39:00,,2024-05-10,Friday
766,departure,delta air lines,80.0,2024-05-10 15:40:00,,2024-05-10,Friday
770,departure,delta air lines,45.0,2024-05-10 15:40:00,,2024-05-10,Friday
771,departure,united airlines,44.0,2024-05-10 15:43:00,2024-05-10 16:27:00,2024-05-10,Friday
774,departure,delta air lines,11.0,2024-05-10 15:45:00,2024-05-10 15:56:00,2024-05-10,Friday
777,departure,delta air lines,24.0,2024-05-10 15:45:00,2024-05-10 16:08:00,2024-05-10,Friday
780,departure,delta air lines,7.0,2024-05-10 15:50:00,2024-05-10 15:56:00,2024-05-10,Friday
783,departure,delta air lines,16.0,2024-05-10 15:55:00,2024-05-10 16:11:00,2024-05-10,Friday
786,departure,united airlines,12.0,2024-05-10 15:58:00,2024-05-10 16:10:00,2024-05-10,Friday
789,departure,american airlines,54.0,2024-05-10 16:00:00,2024-05-10 16:53:00,2024-05-10,Friday
792,departure,delta air lines,14.0,2024-05-10 16:00:00,2024-05-10 16:14:00,2024-05-10,Friday
795,departure,delta air lines,78.0,2024-05-10 16:01:00,,2024-05-10,Friday
799,departure,delta air lines,14.0,2024-05-10 16:05:00,2024-05-10 16:18:00,2024-05-10,Friday
802,departure,delta air lines,17.0,2024-05-10 16:05:00,2024-05-10 16:21:00,2024-05-10,Friday
805,departure,delta air lines,40.0,2024-05-10 16:05:00,,2024-05-10,Friday
810,departure,american airlines,80.0,2024-05-10 16:09:00,,2024-05-10,Friday
811,departure,frontier airlines,,2024-05-10 16:09:00,,2024-05-10,Friday
814,departure,delta air lines,15.0,2024-05-10 16:15:00,2024-05-10 16:30:00,2024-05-10,Friday
816,departure,united airlines,22.0,2024-05-10 16:15:00,2024-05-10 16:37:00,2024-05-10,Friday
819,departure,delta air lines,106.0,2024-05-10 16:20:00,,2024-05-10,Friday
826,departure,united airlines,77.0,2024-05-10 16:20:00,,2024-05-10,Friday
829,departure,delta air lines,13.0,2024-05-10 16:30:00,2024-05-10 16:42:00,2024-05-10,Friday
830,departure,southwest airlines,18.0,2024-05-10 16:30:00,2024-05-10 16:47:00,2024-05-10,Friday
831,departure,southwest airlines,17.0,2024-05-10 16:45:00,2024-05-10 17:01:00,2024-05-10,Friday
838,departure,united airlines,10.0,2024-05-10 17:00:00,2024-05-10 17:10:00,2024-05-10,Friday
840,departure,frontier airlines,11.0,2024-05-10 17:08:00,2024-05-10 17:19:00,2024-05-10,Friday
844,departure,delta air lines,105.0,2024-05-10 17:10:00,,2024-05-10,Friday
848,departure,delta air lines,32.0,2024-05-10 17:10:00,2024-05-10 17:41:00,2024-05-10,Friday
850,departure,delta air lines,42.0,2024-05-10 17:10:00,2024-05-10 17:52:00,2024-05-10,Friday
853,departure,delta air lines,37.0,2024-05-10 17:11:00,2024-05-10 17:48:00,2024-05-10,Friday
857,departure,alaska airlines,95.0,2024-05-10 17:15:00,,2024-05-10,Friday
859,departure,aeromexico,31.0,2024-05-10 17:15:00,2024-05-10 17:46:00,2024-05-10,Friday
862,departure,delta air lines,31.0,2024-05-10 17:15:00,2024-05-10 17:46:00,2024-05-10,Friday
864,departure,delta air lines,36.0,2024-05-10 17:15:00,2024-05-10 17:50:00,2024-05-10,Friday
867,departure,delta air lines,80.0,2024-05-10 17:15:00,,2024-05-10,Friday
873,departure,delta air lines,23.0,2024-05-10 17:15:00,2024-05-10 17:37:00,2024-05-10,Friday
875,departure,delta air lines,24.0,2024-05-10 17:15:00,2024-05-10 17:38:00,2024-05-10,Friday
878,departure,delta air lines,19.0,2024-05-10 17:15:00,2024-05-10 17:34:00,2024-05-10,Friday
879,departure,southwest airlines,41.0,2024-05-10 17:15:00,2024-05-10 17:55:00,2024-05-10,Friday
884,departure,delta air lines,73.0,2024-05-10 17:17:00,,2024-05-10,Friday
888,departure,delta air lines,17.0,2024-05-10 17:20:00,2024-05-10 17:36:00,2024-05-10,Friday
890,departure,delta air lines,38.0,2024-05-10 17:22:00,2024-05-10 17:59:00,2024-05-10,Friday
893,departure,delta air lines,16.0,2024-05-10 17:24:00,2024-05-10 17:39:00,2024-05-10,Friday
894,departure,delta air lines,16.0,2024-05-10 17:25:00,2024-05-10 17:40:00,2024-05-10,Friday
895,departure,delta air lines,18.0,2024-05-10 17:30:00,2024-05-10 17:48:00,2024-05-10,Friday
896,departure,delta air lines,14.0,2024-05-10 17:30:00,2024-05-10 17:44:00,2024-05-10,Friday
897,departure,southwest airlines,6.0,2024-05-10 17:30:00,2024-05-10 17:36:00,2024-05-10,Friday
899,departure,delta air lines,13.0,2024-05-10 17:36:00,2024-05-10 17:49:00,2024-05-10,Friday
900,departure,delta air lines,43.0,2024-05-10 17:39:00,2024-05-10 18:21:00,2024-05-10,Friday
901,departure,delta air lines,162.0,2024-05-10 17:40:00,,2024-05-10,Friday
903,departure,delta air lines,5.0,2024-05-10 17:40:00,2024-05-10 17:45:00,2024-05-10,Friday
904,departure,southwest airlines,27.0,2024-05-10 17:40:00,2024-05-10 18:06:00,2024-05-10,Friday
908,departure,delta air lines,150.0,2024-05-10 17:45:00,,2024-05-10,Friday
912,departure,delta air lines,12.0,2024-05-10 17:45:00,2024-05-10 17:57:00,2024-05-10,Friday
914,departure,delta air lines,18.0,2024-05-10 17:45:00,2024-05-10 18:02:00,2024-05-10,Friday
916,departure,delta air lines,86.0,2024-05-10 17:50:00,,2024-05-10,Friday
917,departure,delta air lines,80.0,2024-05-10 17:50:00,,2024-05-10,Friday
918,departure,delta air lines,10.0,2024-05-10 17:55:00,2024-05-10 18:05:00,2024-05-10,Friday
919,departure,delta air lines,11.0,2024-05-10 17:59:00,2024-05-10 18:10:00,2024-05-10,Friday
922,departure,delta air lines,11.0,2024-05-10 17:59:00,2024-05-10 18:10:00,2024-05-10,Friday
925,departure,united airlines,29.0,2024-05-10 17:59:00,2024-05-10 18:27:00,2024-05-10,Friday
926,departure,delta air lines,,2024-05-09 18:30:00,,2024-05-09,Thursday
928,departure,delta air lines,7.0,2024-05-09 18:30:00,2024-05-09 18:36:00,2024-05-09,Thursday
961,departure,delta air lines,59.0,2024-05-10 13:15:00,,2024-05-10,Friday
964,departure,southwest airlines,8.0,2024-05-10 18:00:00,2024-05-10 18:08:00,2024-05-10,Friday
965,departure,frontier airlines,12.0,2024-05-10 18:08:00,2024-05-10 18:19:00,2024-05-10,Friday
966,departure,southwest airlines,15.0,2024-05-10 18:20:00,2024-05-10 18:35:00,2024-05-10,Friday
968,departure,delta air lines,80.0,2024-05-10 18:30:00,,2024-05-10,Friday
972,departure,delta air lines,127.0,2024-05-10 18:53:00,,2024-05-10,Friday
973,departure,southwest airlines,42.0,2024-05-10 19:00:00,,2024-05-10,Friday
974,departure,spirit airlines,17.0,2024-05-10 19:47:00,2024-05-10 20:04:00,2024-05-10,Friday
976,departure,alaska airlines,15.0,2024-05-10 19:52:00,2024-05-10 20:06:00,2024-05-10,Friday
977,departure,hawaiian airlines,48.0,2024-05-10 19:59:00,,2024-05-10,Friday
978,departure,jetblue airways,48.0,2024-05-10 19:59:00,,2024-05-10,Friday
985,departure,american airlines,210.0,2024-05-10 20:05:00,,2024-05-10,Friday
986,departure,aeromexico,43.0,2024-05-10 20:15:00,2024-05-10 20:57:00,2024-05-10,Friday
988,departure,delta air lines,43.0,2024-05-10 20:15:00,2024-05-10 20:57:00,2024-05-10,Friday
989,departure,southwest airlines,6.0,2024-05-10 20:20:00,2024-05-10 20:26:00,2024-05-10,Friday
991,departure,united airlines,8.0,2024-05-10 20:26:00,2024-05-10 20:34:00,2024-05-10,Friday
992,departure,aeromexico,17.0,2024-05-10 20:30:00,2024-05-10 20:47:00,2024-05-10,Friday
994,departure,delta air lines,17.0,2024-05-10 20:30:00,2024-05-10 20:47:00,2024-05-10,Friday
995,departure,southwest airlines,3.0,2024-05-10 20:35:00,2024-05-10 20:38:00,2024-05-10,Friday
997,departure,aeromexico,25.0,2024-05-10 20:45:00,,2024-05-10,Friday
999,departure,delta air lines,25.0,2024-05-10 20:45:00,,2024-05-10,Friday
1000,departure,aeromexico,30.0,2024-05-10 20:48:00,2024-05-10 21:17:00,2024-05-10,Friday
1002,departure,delta air lines,30.0,2024-05-10 20:48:00,2024-05-10 21:17:00,2024-05-10,Friday
1003,departure,aeromexico,20.0,2024-05-10 20:50:00,2024-05-10 21:10:00,2024-05-10,Friday
1004,departure,delta air lines,20.0,2024-05-10 20:50:00,2024-05-10 21:10:00,2024-05-10,Friday
1005,departure,aeromexico,45.0,2024-05-10 20:51:00,2024-05-10 21:36:00,2024-05-10,Friday
1007,departure,delta air lines,45.0,2024-05-10 20:51:00,2024-05-10 21:36:00,2024-05-10,Friday
1008,departure,aeromexico,7.0,2024-05-10 20:52:00,2024-05-10 20:59:00,2024-05-10,Friday
1011,departure,delta air lines,7.0,2024-05-10 20:52:00,2024-05-10 20:59:00,2024-05-10,Friday
1012,departure,aeromexico,16.0,2024-05-10 20:55:00,2024-05-10 21:11:00,2024-05-10,Friday
1016,departure,delta air lines,16.0,2024-05-10 20:55:00,2024-05-10 21:11:00,2024-05-10,Friday
1017,departure,delta air lines,21.0,2024-05-10 20:55:00,2024-05-10 21:15:00,2024-05-10,Friday
1018,departure,aeromexico,,2024-05-10 20:55:00,2024-05-10 20:53:00,2024-05-10,Friday
1021,departure,delta air lines,,2024-05-10 20:55:00,2024-05-10 20:53:00,2024-05-10,Friday
1022,departure,aeromexico,81.0,2024-05-10 20:55:00,,2024-05-10,Friday
1024,departure,delta air lines,81.0,2024-05-10 20:55:00,,2024-05-10,Friday
1025,departure,southwest airlines,18.0,2024-05-10 20:55:00,2024-05-10 21:12:00,2024-05-10,Friday
1029,departure,frontier airlines,4.0,2024-05-10 20:58:00,2024-05-10 21:02:00,2024-05-10,Friday
1030,departure,aeromexico,9.0,2024-05-10 20:59:00,2024-05-10 21:08:00,2024-05-10,Friday
1032,departure,delta air lines,9.0,2024-05-10 20:59:00,2024-05-10 21:08:00,2024-05-10,Friday
1033,departure,aeromexico,29.0,2024-05-10 21:00:00,2024-05-10 21:29:00,2024-05-10,Friday
1035,departure,delta air lines,29.0,2024-05-10 21:00:00,2024-05-10 21:29:00,2024-05-10,Friday
1037,departure,aeromexico,26.0,2024-05-10 21:00:00,2024-05-10 21:26:00,2024-05-10,Friday
1040,departure,delta air lines,26.0,2024-05-10 21:00:00,2024-05-10 21:26:00,2024-05-10,Friday
1042,departure,delta air lines,32.0,2024-05-10 21:00:00,,2024-05-10,Friday
1047,departure,delta air lines,33.0,2024-05-10 21:01:00,2024-05-10 21:34:00,2024-05-10,Friday
1048,departure,aeromexico,38.0,2024-05-10 21:05:00,2024-05-10 21:42:00,2024-05-10,Friday
1050,departure,delta air lines,38.0,2024-05-10 21:05:00,2024-05-10 21:42:00,2024-05-10,Friday
1051,departure,aeromexico,85.0,2024-05-10 21:05:00,,2024-05-10,Friday
1054,departure,delta air lines,85.0,2024-05-10 21:05:00,,2024-05-10,Friday
1057,departure,delta air lines,17.0,2024-05-10 21:05:00,2024-05-10 21:21:00,2024-05-10,Friday
1059,departure,delta air lines,14.0,2024-05-10 21:05:00,2024-05-10 21:18:00,2024-05-10,Friday
1061,departure,aeromexico,12.0,2024-05-10 21:05:00,2024-05-10 21:16:00,2024-05-10,Friday
1063,departure,delta air lines,12.0,2024-05-10 21:05:00,2024-05-10 21:16:00,2024-05-10,Friday
1064,departure,aeromexico,13.0,2024-05-10 21:10:00,2024-05-10 21:23:00,2024-05-10,Friday
1066,departure,delta air lines,13.0,2024-05-10 21:10:00,2024-05-10 21:23:00,2024-05-10,Friday
1068,departure,aeromexico,30.0,2024-05-10 21:10:00,2024-05-10 21:40:00,2024-05-10,Friday
1070,departure,delta air lines,30.0,2024-05-10 21:10:00,2024-05-10 21:40:00,2024-05-10,Friday
1073,departure,delta air lines,5.0,2024-05-10 21:15:00,2024-05-10 21:20:00,2024-05-10,Friday
1074,departure,aeromexico,105.0,2024-05-10 21:15:00,,2024-05-10,Friday
1076,departure,delta air lines,105.0,2024-05-10 21:15:00,,2024-05-10,Friday
1077,departure,delta air lines,9.0,2024-05-10 21:20:00,2024-05-10 21:28:00,2024-05-10,Friday
1078,departure,aeromexico,6.0,2024-05-10 21:25:00,2024-05-10 21:31:00,2024-05-10,Friday
1080,departure,delta air lines,6.0,2024-05-10 21:25:00,2024-05-10 21:31:00,2024-05-10,Friday
1083,departure,delta air lines,10.0,2024-05-10 21:25:00,2024-05-10 21:35:00,2024-05-10,Friday
1084,departure,aeromexico,94.0,2024-05-10 21:26:00,,2024-05-10,Friday
1088,departure,delta air lines,94.0,2024-05-10 21:26:00,,2024-05-10,Friday
1089,departure,delta air lines,16.0,2024-05-10 21:30:00,2024-05-10 21:46:00,2024-05-10,Friday
1091,departure,aeromexico,8.0,2024-05-10 21:35:00,2024-05-10 21:43:00,2024-05-10,Friday
1093,departure,delta air lines,8.0,2024-05-10 21:35:00,2024-05-10 21:43:00,2024-05-10,Friday
1095,departure,aeromexico,51.0,2024-05-10 21:40:00,2024-05-10 22:31:00,2024-05-10,Friday
1098,departure,delta air lines,51.0,2024-05-10 21:40:00,2024-05-10 22:31:00,2024-05-10,Friday
1099,departure,aeromexico,24.0,2024-05-10 21:40:00,2024-05-10 22:04:00,2024-05-10,Friday
1101,departure,delta air lines,24.0,2024-05-10 21:40:00,2024-05-10 22:04:00,2024-05-10,Friday
1102,departure,southwest airlines,28.0,2024-05-10 21:55:00,2024-05-10 22:23:00,2024-05-10,Friday
1103,departure,frontier airlines,7.0,2024-05-10 22:38:00,2024-05-10 22:44:00,2024-05-10,Friday
1104,departure,jetblue airways,32.0,2024-05-10 22:40:00,2024-05-10 23:12:00,2024-05-10,Friday
1106,departure,delta air lines,40.0,2024-05-10 22:50:00,,2024-05-10,Friday
1109,departure,delta air lines,47.0,2024-05-10 22:50:00,2024-05-10 23:37:00,2024-05-10,Friday
1110,departure,aeromexico,54.0,2024-05-10 22:50:00,,2024-05-10,Friday
1112,departure,delta air lines,54.0,2024-05-10 22:50:00,,2024-05-10,Friday
1113,departure,aeromexico,14.0,2024-05-10 22:50:00,2024-05-10 23:04:00,2024-05-10,Friday
1115,departure,delta air lines,14.0,2024-05-10 22:50:00,2024-05-10 23:04:00,2024-05-10,Friday
1116,departure,aeromexico,45.0,2024-05-10 22:50:00,,2024-05-10,Friday
1118,departure,delta air lines,45.0,2024-05-10 22:50:00,,2024-05-10,Friday
1119,departure,aeromexico,11.0,2024-05-10 22:50:00,2024-05-10 23:01:00,2024-05-10,Friday
